"","X","Region_ID","Trial","Block","Treatment","Treatment_Type","Treatment_State","median_time","delta_time","partition_num","avg_range","avg_angle","avg_length","avg_x","avg_y","dist_insult"
"6143",6463,31900,"Block1_Bubbles(Off)",1,"Bubbles(Off)","Bubbles","Off","18:57:50",1.2,25,3.2747944,9.6669,4.1328412,0.54823256,3.205386317,0.794613683
"6144",6464,31901,"Block1_Bubbles(Off)",1,"Bubbles(Off)","Bubbles","Off","18:57:51",0.8,25,3.375817714,-1.929028571,6.514107714,-0.113742072,3.37371513,0.62628487
"6145",6465,31902,"Block1_Bubbles(Off)",1,"Bubbles(Off)","Bubbles","Off","18:57:49",4.3,25,0.962214,-10.59061707,3.582251976,-0.152330225,0.948165122,3.051834878
"6146",6466,31903,"Block1_Bubbles(Off)",1,"Bubbles(Off)","Bubbles","Off","18:57:51",0.8,25,4.577476143,-1.822437143,13.18773071,-0.145542786,4.575067629,0.575067629
"6147",6467,31904,"Block1_Bubbles(Off)",1,"Bubbles(Off)","Bubbles","Off","18:57:51",0.7,25,3.12833675,-17.466875,4.140679125,-0.938945117,2.984046592,1.015953408
"6148",6468,31905,"Block1_Bubbles(Off)",1,"Bubbles(Off)","Bubbles","Off","18:57:52",0.6,25,3.710083,11.58142857,3.650125571,0.744819718,3.634511295,0.365488705
"6149",6469,31906,"Block1_Bubbles(Off)",1,"Bubbles(Off)","Bubbles","Off","18:57:52",0.7,25,3.775967571,11.29,4.663099857,0.739247587,3.702844307,0.297155693
"6150",6470,31907,"Block1_Bubbles(Off)",1,"Bubbles(Off)","Bubbles","Off","18:57:52",0.6,25,3.743535857,11.73585714,6.175102286,0.761425637,3.665256066,0.334743934
"6151",6471,31909,"Block1_Bubbles(Off)",1,"Bubbles(Off)","Bubbles","Off","18:57:52",0.9,25,3.861860875,-12.587375,7.876737,-0.841630728,3.768974511,0.231025489
"6152",6472,31910,"Block1_Bubbles(Off)",1,"Bubbles(Off)","Bubbles","Off","18:57:50",5.3,25,1.356397075,-4.598905472,4.657875981,-0.070420087,1.349777187,2.650222813
"6153",6473,31911,"Block1_Bubbles(Off)",1,"Bubbles(Off)","Bubbles","Off","18:57:52",0.7,25,0.42386175,-37.104875,3.543274625,-0.255603823,0.337203883,3.662796117
"6154",6474,31912,"Block1_Bubbles(Off)",1,"Bubbles(Off)","Bubbles","Off","18:57:52",1.8,25,2.6346072,11.0715,7.4994068,0.505946992,2.58544274,1.41455726
"6155",6475,31913,"Block1_Bubbles(Off)",1,"Bubbles(Off)","Bubbles","Off","18:57:52",0.6,25,3.642691286,-22.575,4.774394429,-1.398397854,3.363544873,0.636455127
"6156",6476,31914,"Block1_Bubbles(Off)",1,"Bubbles(Off)","Bubbles","Off","18:57:52",1,25,3.4568705,9.62007,9.3625555,0.577662903,3.408212466,0.591787534
"6157",6477,31915,"Block1_Bubbles(Off)",1,"Bubbles(Off)","Bubbles","Off","18:57:52",0.7,25,2.586503571,11.49885714,2.915814,0.515625539,2.534511407,1.465488593
"6158",6478,31916,"Block1_Bubbles(Off)",1,"Bubbles(Off)","Bubbles","Off","18:57:52",0.9,25,2.2118844,-4.15889,2.6212375,-0.160429678,2.205994184,1.794005816
"6159",6479,31917,"Block1_Bubbles(Off)",1,"Bubbles(Off)","Bubbles","Off","18:57:53",0.6,25,4.284141,9.0064,6.496725571,0.67065896,4.231287956,0.231287956
"6160",6480,31918,"Block1_Bubbles(Off)",1,"Bubbles(Off)","Bubbles","Off","18:57:52",1.1,25,3.734480125,0.9024575,4.93815775,0.058794867,3.733934498,0.266065502
"6161",6481,31919,"Block1_Bubbles(Off)",1,"Bubbles(Off)","Bubbles","Off","18:57:53",0.8,25,3.16331175,10.641025,3.804869,0.583820658,3.108623545,0.891376455
"6162",6482,31920,"Block1_Bubbles(Off)",1,"Bubbles(Off)","Bubbles","Off","18:57:53",0.9,25,3.402403,13.92,2.497647875,0.812153861,3.230038815,0.769961185
"6163",6483,31921,"Block1_Bubbles(Off)",1,"Bubbles(Off)","Bubbles","Off","18:57:53",0.6,25,2.985630714,-0.800731429,6.151967714,-0.041753992,2.985327641,1.014672359
"6164",6484,31922,"Block1_Bubbles(Off)",1,"Bubbles(Off)","Bubbles","Off","18:57:53",0.8,25,3.638712714,-10.12095714,5.495641429,-0.639428992,3.582005637,0.417994363
"6165",6485,31923,"Block1_Bubbles(Off)",1,"Bubbles(Off)","Bubbles","Off","18:57:53",0.7,25,3.786447,6.718442857,8.830286857,0.442994058,3.760386795,0.239613205
"6166",6486,31924,"Block1_Bubbles(Off)",1,"Bubbles(Off)","Bubbles","Off","18:57:53",0.6,25,3.473911857,-7.289742857,5.740609,-0.440792677,3.445812663,0.554187337
"6167",6487,31925,"Block1_Bubbles(Off)",1,"Bubbles(Off)","Bubbles","Off","18:57:53",0.8,25,2.479662857,0.738168571,5.475074571,0.032033541,2.479293711,1.520706289
"6168",6488,31926,"Block1_Bubbles(Off)",1,"Bubbles(Off)","Bubbles","Off","18:57:53",0.7,25,4.309128286,3.901985714,6.516239429,0.293215963,4.299039353,0.299039353
"6169",6489,31927,"Block1_Bubbles(Off)",1,"Bubbles(Off)","Bubbles","Off","18:57:53",1,25,4.453857571,-26.71485714,6.120449714,-2.002170046,3.978283975,0.021716025
"6170",6490,31928,"Block1_Bubbles(Off)",1,"Bubbles(Off)","Bubbles","Off","18:57:54",0.8,25,2.530265375,-7.6581875,2.79045175,-0.337184925,2.507695828,1.492304172
"6171",6491,31929,"Block1_Bubbles(Off)",1,"Bubbles(Off)","Bubbles","Off","18:57:54",1.1,25,2.9478968,15.9782,5.3006616,0.811258867,2.833786414,1.166213586
"6172",6492,31930,"Block1_Bubbles(Off)",1,"Bubbles(Off)","Bubbles","Off","18:57:54",1.1,25,2.224628556,-1.545413556,2.867847444,-0.059922193,2.223577591,1.776422409
"6173",6493,31931,"Block1_Bubbles(Off)",1,"Bubbles(Off)","Bubbles","Off","18:57:55",0.9,25,3.012341143,13.73385714,5.824835714,0.715216399,2.926129076,1.073870924
"6174",6494,31932,"Block1_Bubbles(Off)",1,"Bubbles(Off)","Bubbles","Off","18:57:55",0.9,25,2.953983,13.58811111,4.536356,0.694038157,2.871247387,1.128752613
"6175",6495,31933,"Block1_Bubbles(Off)",1,"Bubbles(Off)","Bubbles","Off","18:57:55",0.7,25,1.139052857,29.22128571,2.999986,0.556978113,0.993452865,3.006547135
"6176",6496,31934,"Block1_Bubbles(Off)",1,"Bubbles(Off)","Bubbles","Off","18:57:55",1.2,25,3.93017025,3.0814125,6.644842125,0.211077832,3.924403171,0.075596829
"6177",6497,31935,"Block1_Bubbles(Off)",1,"Bubbles(Off)","Bubbles","Off","18:57:55",0.8,25,4.520178429,6.477971429,6.881729714,0.509962246,4.491282392,0.491282392
"6178",6498,31936,"Block1_Bubbles(Off)",1,"Bubbles(Off)","Bubbles","Off","18:57:55",1,25,2.393007625,-4.43595,2.594177875,-0.185045999,2.385774216,1.614225784
"6179",6499,31937,"Block1_Bubbles(Off)",1,"Bubbles(Off)","Bubbles","Off","18:57:56",0.9,25,2.594250444,-6.603377778,3.422372778,-0.298256753,2.577011417,1.422988583
"6180",6500,31938,"Block1_Bubbles(Off)",1,"Bubbles(Off)","Bubbles","Off","18:57:56",1.7,25,2.8000486,14.28406667,4.700065067,0.690938977,2.71314162,1.28685838
"6181",6501,31939,"Block1_Bubbles(Off)",1,"Bubbles(Off)","Bubbles","Off","18:57:56",0.8,25,3.771191429,-3.976485714,4.676055429,-0.261501675,3.762095736,0.237904264
"6182",6502,31940,"Block1_Bubbles(Off)",1,"Bubbles(Off)","Bubbles","Off","18:57:56",1,25,2.981315,-6.525275,4.314873125,-0.338813638,2.961977401,1.038022599
"6183",6503,31941,"Block1_Bubbles(Off)",1,"Bubbles(Off)","Bubbles","Off","18:57:56",0.8,25,3.025079625,-5.9141375,3.373784625,-0.311686175,3.008972605,0.991027395
"6184",6504,31942,"Block1_Bubbles(Off)",1,"Bubbles(Off)","Bubbles","Off","18:57:56",0.9,25,2.849799,-13.61444444,3.061178,-0.670844719,2.769501067,1.230498933
"6185",6505,31943,"Block1_Bubbles(Off)",1,"Bubbles(Off)","Bubbles","Off","18:57:56",0.7,25,3.64151625,16.182375,5.26223,1.014871062,3.497214687,0.502785313
"6186",6506,31944,"Block1_Bubbles(Off)",1,"Bubbles(Off)","Bubbles","Off","18:57:56",1,25,2.429449222,1.403833333,4.848310556,0.059515103,2.428691734,1.571308266
"6187",6507,31945,"Block1_Bubbles(Off)",1,"Bubbles(Off)","Bubbles","Off","18:57:56",1.6,25,3.501314143,13.96435714,9.509384929,0.844743678,3.397396896,0.602603104
"6188",6508,31946,"Block1_Bubbles(Off)",1,"Bubbles(Off)","Bubbles","Off","18:57:57",0.9,25,1.029279222,21.501,3.242552778,0.380551981,0.955707936,3.044292064
"6189",6509,31947,"Block1_Bubbles(Off)",1,"Bubbles(Off)","Bubbles","Off","18:57:56",1.4,25,3.2054106,6.34574,4.6798758,0.354258537,3.185565929,0.814434071
"6190",6510,31948,"Block1_Bubbles(Off)",1,"Bubbles(Off)","Bubbles","Off","18:57:57",0.8,25,3.690864857,15.77128571,6.626319857,1.003161509,3.551901848,0.448098152
"6191",6511,31950,"Block1_Bubbles(Off)",1,"Bubbles(Off)","Bubbles","Off","18:57:56",1.4,25,4.217303364,3.396390909,7.429847091,0.249955202,4.209720556,0.209720556
"6192",6512,31951,"Block1_Bubbles(Off)",1,"Bubbles(Off)","Bubbles","Off","18:57:57",0.7,25,3.835768571,17.83542857,5.269000286,1.174713542,3.651278573,0.348721427
"6193",6513,31952,"Block1_Bubbles(Off)",1,"Bubbles(Off)","Bubbles","Off","18:57:57",0.8,25,2.89880725,12.125875,3.831684875,0.608913161,2.834105531,1.165894469
"6194",6514,31953,"Block1_Bubbles(Off)",1,"Bubbles(Off)","Bubbles","Off","18:57:57",0.7,25,3.941350143,-2.450585714,5.432841857,-0.168521208,3.937707499,0.062292501
"6195",6515,31955,"Block1_Bubbles(Off)",1,"Bubbles(Off)","Bubbles","Off","18:57:57",1.4,25,1.022168417,10.60546667,3.130791917,0.194508463,1.002280237,2.997719763
"6196",6516,31956,"Block1_Bubbles(Off)",1,"Bubbles(Off)","Bubbles","Off","18:57:57",0.8,25,2.665368571,5.008314286,5.874106429,0.232750538,2.655169354,1.344830646
"6197",6517,31957,"Block1_Bubbles(Off)",1,"Bubbles(Off)","Bubbles","Off","18:57:57",1.7,25,2.657487385,-6.170715385,3.513088462,-0.285561144,2.642082323,1.357917677
"6198",6518,31958,"Block1_Bubbles(Off)",1,"Bubbles(Off)","Bubbles","Off","18:57:57",1.1,25,4.066014091,4.159090909,18.07574282,0.294908662,4.055241642,0.055241642
"6199",6519,31959,"Block1_Bubbles(Off)",1,"Bubbles(Off)","Bubbles","Off","18:57:57",1.3,25,3.4070079,16.8995,5.9869508,0.990130434,3.259648407,0.740351593
"6200",6520,31960,"Block1_Bubbles(Off)",1,"Bubbles(Off)","Bubbles","Off","18:57:58",0.7,25,3.721161,-4.998571429,7.157277143,-0.324164137,3.706850111,0.293149889
"6201",6521,31961,"Block1_Bubbles(Off)",1,"Bubbles(Off)","Bubbles","Off","18:57:58",1,25,4.52196175,-8.4108125,8.701009625,-0.661428282,4.473301363,0.473301363
"6202",6522,31962,"Block1_Bubbles(Off)",1,"Bubbles(Off)","Bubbles","Off","18:57:58",1.3,25,3.411061778,11.56077778,5.849966889,0.683588823,3.341782047,0.658217953
"6203",6523,31963,"Block1_Bubbles(Off)",1,"Bubbles(Off)","Bubbles","Off","18:57:58",0.7,25,3.655196125,-1.846125,4.40013825,-0.117740965,3.653272886,0.346727114
"6204",6524,31964,"Block1_Bubbles(Off)",1,"Bubbles(Off)","Bubbles","Off","18:57:58",0.8,25,4.441849,-11.02228571,5.577530714,-0.849179446,4.359787852,0.359787852
"6205",6525,31965,"Block1_Bubbles(Off)",1,"Bubbles(Off)","Bubbles","Off","18:57:58",1,25,4.5862068,15.1954,7.5166679,1.20232026,4.425225644,0.425225644
"6206",6526,31966,"Block1_Bubbles(Off)",1,"Bubbles(Off)","Bubbles","Off","18:57:58",0.6,25,4.415629286,7.165328571,7.328530571,0.550771452,4.381135782,0.381135782
"6207",6527,31967,"Block1_Bubbles(Off)",1,"Bubbles(Off)","Bubbles","Off","18:57:58",0.9,25,3.4321911,15.1949,6.2834786,0.899602356,3.312066262,0.687933738
"6208",6528,31968,"Block1_Bubbles(Off)",1,"Bubbles(Off)","Bubbles","Off","18:57:59",0.7,25,5.218225143,-1.155485714,7.890857429,-0.105227424,5.217148275,1.217148275
"6209",6529,31969,"Block1_Bubbles(Off)",1,"Bubbles(Off)","Bubbles","Off","18:57:58",0.8,25,4.602356889,-0.961084444,7.385408222,-0.077180875,4.601679783,0.601679783
"6210",6530,31970,"Block1_Bubbles(Off)",1,"Bubbles(Off)","Bubbles","Off","18:57:59",0.6,25,3.460477429,14.90185714,6.244613286,0.889967789,3.344017781,0.655982219
"6211",6531,31972,"Block1_Bubbles(Off)",1,"Bubbles(Off)","Bubbles","Off","18:57:58",2.3,25,2.762989947,11.11995789,4.930899789,0.532772382,2.71085666,1.28914334
"6212",6532,31973,"Block1_Bubbles(Off)",1,"Bubbles(Off)","Bubbles","Off","18:57:59",1,25,4.662352889,-1.093882222,11.93338433,-0.089030145,4.661464046,0.661464046
"6213",6533,31974,"Block1_Bubbles(Off)",1,"Bubbles(Off)","Bubbles","Off","18:57:59",0.6,25,3.896938857,-11.75257143,5.361714143,-0.793795523,3.815191784,0.184808216
"6214",6534,31975,"Block1_Bubbles(Off)",1,"Bubbles(Off)","Bubbles","Off","18:57:59",0.6,25,5.125659857,-9.773442857,8.435647571,-0.870084407,5.051241452,1.051241452
"6215",6535,31976,"Block1_Bubbles(Off)",1,"Bubbles(Off)","Bubbles","Off","18:57:59",0.7,25,2.89064375,3.4366375,9.0323445,0.173273875,2.885433065,1.114566935
"6216",6536,31977,"Block1_Bubbles(Off)",1,"Bubbles(Off)","Bubbles","Off","18:57:59",0.7,25,3.454436286,13.53957143,5.758469,0.808719564,3.358389782,0.641610218
"6217",6537,31978,"Block1_Bubbles(Off)",1,"Bubbles(Off)","Bubbles","Off","18:58:00",0.7,25,4.100432375,15.562225,12.29938375,1.093995272,3.915224256,0.084775744
"6218",6538,31979,"Block1_Bubbles(Off)",1,"Bubbles(Off)","Bubbles","Off","18:57:59",1.3,25,4.579054364,24.63118182,6.424021545,1.908248291,4.162152229,0.162152229
"6219",6539,31980,"Block1_Bubbles(Off)",1,"Bubbles(Off)","Bubbles","Off","18:58:00",0.7,25,4.814667143,5.560885714,5.955881857,0.466556307,4.791985585,0.791985585
"6220",6540,31981,"Block1_Bubbles(Off)",1,"Bubbles(Off)","Bubbles","Off","18:58:00",0.8,25,4.359160429,15.55771429,4.838733143,1.169136053,4.19939798,0.19939798
"6221",6541,31982,"Block1_Bubbles(Off)",1,"Bubbles(Off)","Bubbles","Off","18:58:00",1.8,25,2.537803579,-12.935,13.11867221,-0.566954205,2.472666007,1.527333993
"6222",6542,31983,"Block1_Bubbles(Off)",1,"Bubbles(Off)","Bubbles","Off","18:58:00",0.6,25,4.203474143,1.071582857,12.667875,0.078618769,4.202705185,0.202705185
"6223",6543,31984,"Block1_Bubbles(Off)",1,"Bubbles(Off)","Bubbles","Off","18:58:00",0.9,25,3.131946429,17.84342857,2.630246714,0.959518517,2.981267994,1.018732006
"6224",6544,31985,"Block1_Bubbles(Off)",1,"Bubbles(Off)","Bubbles","Off","18:58:00",1.1,25,2.8221427,1.360832,4.9667515,0.067159195,2.821215039,1.178784961
"6225",6545,31986,"Block1_Bubbles(Off)",1,"Bubbles(Off)","Bubbles","Off","18:58:00",1.2,25,2.7638455,7.0146,3.7423106,0.337466038,2.743041918,1.256958082
"6226",6546,31987,"Block1_Bubbles(Off)",1,"Bubbles(Off)","Bubbles","Off","18:58:00",1.1,25,3.1228299,2.095792,6.0119455,0.11414039,3.120582241,0.879417759
"6227",6547,31988,"Block1_Bubbles(Off)",1,"Bubbles(Off)","Bubbles","Off","18:58:01",0.8,25,2.104035556,-5.825455556,3.014574111,-0.213267078,2.093086888,1.906913112
"6228",6548,31989,"Block1_Bubbles(Off)",1,"Bubbles(Off)","Bubbles","Off","18:58:00",1,25,2.454386091,16.46854545,6.964575364,0.695806942,2.353541991,1.646458009
"6229",6549,31990,"Block1_Bubbles(Off)",1,"Bubbles(Off)","Bubbles","Off","18:58:00",1.5,25,2.994727938,10.61563125,7.041622688,0.551767464,2.943286722,1.056713278
"6230",6550,31991,"Block1_Bubbles(Off)",1,"Bubbles(Off)","Bubbles","Off","18:58:00",2,25,3.447066917,7.572608333,4.707092667,0.454101217,3.416876698,0.583123302
"6231",6551,31992,"Block1_Bubbles(Off)",1,"Bubbles(Off)","Bubbles","Off","18:58:01",1,25,2.465035,9.57343,6.5371786,0.409982798,2.43061158,1.56938842
"6232",6552,31993,"Block1_Bubbles(Off)",1,"Bubbles(Off)","Bubbles","Off","18:58:01",0.8,25,2.974883,1.9709525,5.749182875,0.102270454,2.972976006,1.027023994
"6233",6553,31994,"Block1_Bubbles(Off)",1,"Bubbles(Off)","Bubbles","Off","18:58:02",0.6,25,3.677796429,7.999085714,4.571947286,0.511788342,3.641985342,0.358014658
"6234",6554,31995,"Block1_Bubbles(Off)",1,"Bubbles(Off)","Bubbles","Off","18:58:01",0.9,25,3.074824143,13.95728571,4.280597,0.741684865,2.98387045,1.01612955
"6235",6555,31996,"Block1_Bubbles(Off)",1,"Bubbles(Off)","Bubbles","Off","18:58:01",1.7,25,2.574805571,13.61985714,5.115031929,0.604359996,2.483915602,1.516084398
"6236",6556,31997,"Block1_Bubbles(Off)",1,"Bubbles(Off)","Bubbles","Off","18:58:02",0.7,25,3.140910571,-1.704851429,7.378390571,-0.093403869,3.139219186,0.860780814
"6237",6557,31998,"Block1_Bubbles(Off)",1,"Bubbles(Off)","Bubbles","Off","18:58:01",1.1,25,5.503799571,-4.598028571,7.536647571,-0.44109564,5.485714051,1.485714051
"6238",6558,31999,"Block1_Bubbles(Off)",1,"Bubbles(Off)","Bubbles","Off","18:58:01",1.2,25,2.806385769,-0.692042846,6.871177077,-0.033874941,2.805975041,1.194024959
"6239",6559,32000,"Block1_Bubbles(Off)",1,"Bubbles(Off)","Bubbles","Off","18:58:02",0.6,25,3.869331333,18.44433333,6.834005667,1.224190134,3.670563626,0.329436374
"6240",6560,32001,"Block1_Bubbles(Off)",1,"Bubbles(Off)","Bubbles","Off","18:58:02",0.7,25,2.407322143,5.033785714,5.00563,0.211150394,2.397944425,1.602055575
"6241",6561,32002,"Block1_Bubbles(Off)",1,"Bubbles(Off)","Bubbles","Off","18:58:01",1.5,25,3.49491125,10.24621667,8.9634585,0.621125557,3.436302192,0.563697808
"6242",6562,32003,"Block1_Bubbles(Off)",1,"Bubbles(Off)","Bubbles","Off","18:58:02",0.9,25,3.95830075,-20.82875,8.65880675,-1.407461815,3.699598067,0.300401933
"6243",6563,32004,"Block1_Bubbles(Off)",1,"Bubbles(Off)","Bubbles","Off","18:58:02",0.9,25,2.428021625,14.132875,5.086373375,0.592883329,2.354486048,1.645513952
"6244",6564,32005,"Block1_Bubbles(Off)",1,"Bubbles(Off)","Bubbles","Off","18:58:01",1.3,25,3.183484429,18.09,15.74417257,0.988179043,3.02578707,0.97421293
"6245",6565,32006,"Block1_Bubbles(Off)",1,"Bubbles(Off)","Bubbles","Off","18:58:02",0.8,25,4.0635425,-0.67934125,4.073831875,-0.048142502,4.061949297,0.061949297
"6246",6566,32007,"Block1_Bubbles(Off)",1,"Bubbles(Off)","Bubbles","Off","18:58:02",1.2,25,4.1575608,8.94904,10.7787658,0.64667283,4.106853745,0.106853745
"6247",6567,32008,"Block1_Bubbles(Off)",1,"Bubbles(Off)","Bubbles","Off","18:58:02",0.8,25,2.306997875,4.1173,3.614755,0.164902607,2.295021666,1.704978334
"6248",6568,32009,"Block1_Bubbles(Off)",1,"Bubbles(Off)","Bubbles","Off","18:58:02",0.9,25,3.613893571,-11.30185714,6.941820286,-0.708209364,3.543781953,0.456218047
"6249",6569,32010,"Block1_Bubbles(Off)",1,"Bubbles(Off)","Bubbles","Off","18:58:02",1.6,25,2.809763733,-5.75866,6.014026267,-0.279376112,2.794793211,1.205206789
"6250",6570,32011,"Block1_Bubbles(Off)",1,"Bubbles(Off)","Bubbles","Off","18:58:02",0.9,25,3.050312556,-6.986733333,6.715651111,-0.370904425,3.027598083,0.972401917
"6251",6571,32013,"Block1_Bubbles(Off)",1,"Bubbles(Off)","Bubbles","Off","18:58:02",0.9,25,2.72012625,7.3774625,2.34120125,0.349272116,2.697432869,1.302567131
"6252",6572,32014,"Block1_Bubbles(Off)",1,"Bubbles(Off)","Bubbles","Off","18:58:02",0.7,25,3.409179875,-2.9646875,8.603398,-0.176302831,3.404598147,0.595401853
"6253",6573,32015,"Block1_Bubbles(Off)",1,"Bubbles(Off)","Bubbles","Off","18:58:02",0.8,25,3.300684,3.126071429,4.102760857,0.180011801,3.295684695,0.704315305
"6254",6574,32017,"Block1_Bubbles(Off)",1,"Bubbles(Off)","Bubbles","Off","18:58:02",1.2,25,2.382464875,10.4152,3.0888215,0.430661437,2.343008004,1.656991996
"6255",6575,32018,"Block1_Bubbles(Off)",1,"Bubbles(Off)","Bubbles","Off","18:58:02",1.3,25,3.011343778,4.168977778,5.534557333,0.218856542,3.003210244,0.996789756
"6256",6576,32019,"Block1_Bubbles(Off)",1,"Bubbles(Off)","Bubbles","Off","18:58:03",1,25,3.476728,-1.479771429,4.340115571,-0.089866229,3.47549107,0.52450893
"6257",6577,32020,"Block1_Bubbles(Off)",1,"Bubbles(Off)","Bubbles","Off","18:58:03",1,25,3.211000636,14.75536364,5.980404909,0.817901937,3.104874118,0.895125882
"6258",6578,32021,"Block1_Bubbles(Off)",1,"Bubbles(Off)","Bubbles","Off","18:58:03",1,25,3.313740889,-9.826411111,4.967887222,-0.565643388,3.264847336,0.735152664
"6259",6579,32022,"Block1_Bubbles(Off)",1,"Bubbles(Off)","Bubbles","Off","18:58:03",0.6,25,3.177766286,10.30082857,2.743696,0.568216409,3.126480657,0.873519343
"6260",6580,32023,"Block1_Bubbles(Off)",1,"Bubbles(Off)","Bubbles","Off","18:58:02",1.6,25,2.39647225,15.74975,4.235323917,0.651335191,2.306158465,1.693841535
"6261",6581,32024,"Block1_Bubbles(Off)",1,"Bubbles(Off)","Bubbles","Off","18:58:02",2.3,25,2.775265778,3.839155556,6.068236333,0.185819027,2.768426124,1.231573876
"6262",6582,32025,"Block1_Bubbles(Off)",1,"Bubbles(Off)","Bubbles","Off","18:58:03",1,25,3.038108333,0.362155556,7.824095222,0.019158042,3.037675639,0.962324361
"6263",6583,32026,"Block1_Bubbles(Off)",1,"Bubbles(Off)","Bubbles","Off","18:58:03",1.1,25,2.694818889,8.1177,5.427591667,0.380602755,2.667726686,1.332273314
"6264",6584,32027,"Block1_Bubbles(Off)",1,"Bubbles(Off)","Bubbles","Off","18:58:03",1.6,25,4.440808385,1.316387385,6.964719462,0.102201816,4.438821262,0.438821262
"6265",6585,32028,"Block1_Bubbles(Off)",1,"Bubbles(Off)","Bubbles","Off","18:58:04",0.8,25,5.064056143,-4.532428571,6.267286714,-0.400163714,5.048195746,1.048195746
"6266",6586,32029,"Block1_Bubbles(Off)",1,"Bubbles(Off)","Bubbles","Off","18:58:03",0.9,25,2.992890778,13.83944444,10.54447311,0.715840788,2.905922265,1.094077735
"6267",6587,32030,"Block1_Bubbles(Off)",1,"Bubbles(Off)","Bubbles","Off","18:58:04",1,25,2.79472675,1.6319875,5.436664125,0.079569031,2.793541542,1.206458458
"6268",6588,32031,"Block1_Bubbles(Off)",1,"Bubbles(Off)","Bubbles","Off","18:58:04",0.6,25,4.203241714,-14.94142857,9.334495,-1.083699041,4.060994204,0.060994204
"6269",6589,32032,"Block1_Bubbles(Off)",1,"Bubbles(Off)","Bubbles","Off","18:58:03",1,25,4.008937286,-5.235342857,3.865332714,-0.365673196,3.992012961,0.007987039
"6270",6590,32033,"Block1_Bubbles(Off)",1,"Bubbles(Off)","Bubbles","Off","18:58:04",1.1,25,2.5320592,2.76814,3.3739202,0.122230836,2.529097739,1.470902261
"6271",6591,32034,"Block1_Bubbles(Off)",1,"Bubbles(Off)","Bubbles","Off","18:58:04",0.8,25,4.855126,-7.6245,5.843876875,-0.644192393,4.812188071,0.812188071
"6272",6592,32035,"Block1_Bubbles(Off)",1,"Bubbles(Off)","Bubbles","Off","18:58:04",0.9,25,3.09065475,3.8151,4.14089625,0.205580819,3.079457963,0.920542037
"6273",6593,32036,"Block1_Bubbles(Off)",1,"Bubbles(Off)","Bubbles","Off","18:58:04",1.1,25,2.652067286,11.368,3.331792,0.522827108,2.599650219,1.400349781
"6274",6594,32037,"Block1_Bubbles(Off)",1,"Bubbles(Off)","Bubbles","Off","18:58:04",1.2,25,2.7050991,17.9127,3.9394446,0.832559696,2.573539452,1.426460548
"6275",6595,32038,"Block1_Bubbles(Off)",1,"Bubbles(Off)","Bubbles","Off","18:58:04",1.2,25,2.410907615,7.265707692,6.326184769,0.305311585,2.391023691,1.608976309
"6276",6596,32039,"Block1_Bubbles(Off)",1,"Bubbles(Off)","Bubbles","Off","18:58:04",0.9,25,2.545292667,-0.518471922,5.262236778,-0.023046068,2.54516732,1.45483268
"6277",6597,32040,"Block1_Bubbles(Off)",1,"Bubbles(Off)","Bubbles","Off","18:58:04",1.2,25,4.248373545,-5.094227273,5.982583273,-0.377376915,4.231336136,0.231336136
"6278",6598,32041,"Block1_Bubbles(Off)",1,"Bubbles(Off)","Bubbles","Off","18:58:04",1.3,25,2.67682225,5.10875,3.69816825,0.238320858,2.663459702,1.336540298
"6279",6599,32042,"Block1_Bubbles(Off)",1,"Bubbles(Off)","Bubbles","Off","18:58:05",0.8,25,4.354222143,-6.282385714,5.385234286,-0.476439478,4.328016311,0.328016311
"6280",6600,32043,"Block1_Bubbles(Off)",1,"Bubbles(Off)","Bubbles","Off","18:58:05",1,25,3.098265375,11.8165,5.606067375,0.634256687,3.03172314,0.96827686
"6281",6601,32044,"Block1_Bubbles(Off)",1,"Bubbles(Off)","Bubbles","Off","18:58:05",0.8,25,4.246956625,7.5803625,9.7731405,0.560227626,4.209801211,0.209801211
"6282",6602,32045,"Block1_Bubbles(Off)",1,"Bubbles(Off)","Bubbles","Off","18:58:05",0.8,25,2.962195143,-10.83471429,2.194910571,-0.556814201,2.90937386,1.09062614
"6283",6603,32046,"Block1_Bubbles(Off)",1,"Bubbles(Off)","Bubbles","Off","18:58:04",1.8,25,1.978500684,-9.162621053,2.908806263,-0.31496714,1.953211557,2.046788443
"6284",6604,32047,"Block1_Bubbles(Off)",1,"Bubbles(Off)","Bubbles","Off","18:58:05",0.9,25,2.996165125,-3.4213875,5.771698875,-0.178790731,2.990789857,1.009210143
"6285",6605,32048,"Block1_Bubbles(Off)",1,"Bubbles(Off)","Bubbles","Off","18:58:05",0.9,25,2.754594,6.8127875,8.781109375,0.326768031,2.73511469,1.26488531
"6286",6606,32049,"Block1_Bubbles(Off)",1,"Bubbles(Off)","Bubbles","Off","18:58:05",1.2,25,3.87713,-17.5534,5.2257546,-1.169240517,3.696503327,0.303496673
"6287",6607,32051,"Block1_Bubbles(Off)",1,"Bubbles(Off)","Bubbles","Off","18:58:05",1.5,25,2.966586,-15.65561538,4.396057692,-0.800424763,2.855671398,1.144328602
"6288",6608,32052,"Block1_Bubbles(Off)",1,"Bubbles(Off)","Bubbles","Off","18:58:05",1.6,25,2.857395077,-0.178443077,6.246883692,-0.009015642,2.85728742,1.14271258
